mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13
397.2232983,0.3072667,398.2304523,C_21 H_34 O_7,C21H34O7,C_21 H_33 O_7,260,21,1.619,0.333,21,34,7,0,0,0,0,0,0
398.0446281,0.0607766,399.0518803,C_15 H_14 O_12 C13_1,C16H14O12,C_15 H_13 O_12 C13_1,354,16,0.875,0.75,15,14,12,0,0,0,0,0,1
398.051811,0.1424401,399.0590306,C_19 H_13 O_9 N_1,C19H13NO9,C_19 H_12 O_9 N_1,98,19,0.684,0.474,19,13,9,1,0,0,0,0,0
398.0728861,0.0069259,399.0801598,C_16 H_17 O_11 N_1,C16H17NO11,C_16 H_16 O_11 N_1,122,16,1.062,0.688,16,17,11,1,0,0,0,0,0
398.0810136,0.0611343,399.0882656,C_16 H_18 O_11 C13_1,C17H18O11,C_16 H_17 O_11 C13_1,354,17,1.059,0.647,16,18,11,0,0,0,0,0,1
398.1093054,0.0917326,399.1165452,C_17 H_21 O_10 N_1,C17H21NO10,C_17 H_20 O_10 N_1,102,17,1.235,0.588,17,21,10,1,0,0,0,0,0
398.1170216,0.8843811,399.124651,C_17 H_22 O_10 C13_1,C18H22O10,C_17 H_21 O_10 C13_1,353,18,1.222,0.556,17,22,10,0,0,0,0,0,1
398.1245596,0.0868736,399.1318013,C_21 H_21 O_7 N_1,C21H21NO7,C_21 H_20 O_7 N_1,88,21,1,0.333,21,21,7,1,0,0,0,0,0
398.1326833,0.1316781,399.1399072,C_21 H_22 O_7 C13_1,C22H22O7,C_21 H_21 O_7 C13_1,328,22,1,0.318,21,22,7,0,0,0,0,0,1
398.145658,0.0096229,399.1529306,C_18 H_25 O_9 N_1,C18H25NO9,C_18 H_24 O_9 N_1,95,18,1.389,0.5,18,25,9,1,0,0,0,0,0
398.1537865,0.0663667,399.1610364,C_18 H_26 O_9 C13_1,C19H26O9,C_18 H_25 O_9 C13_1,330,19,1.368,0.474,18,26,9,0,0,0,0,0,1
398.1608771,0.0830527,399.1681867,C_22 H_25 O_6 N_1,C22H25NO6,C_22 H_24 O_6 N_1,103,22,1.136,0.273,22,25,6,1,0,0,0,0,0
398.1691568,0.352383,399.1762925,C_22 H_26 O_6 C13_1,C23H26O6,C_22 H_25 O_6 C13_1,340,23,1.13,0.261,22,26,6,0,0,0,0,0,1
398.1902007,0.1385254,399.1974218,C_19 H_30 O_8 C13_1,C20H30O8,C_19 H_29 O_8 C13_1,277,20,1.5,0.4,19,30,8,0,0,0,0,0,1
398.197175,0.3022486,399.2045721,C_23 H_29 O_5 N_1,C23H29NO5,C_23 H_28 O_5 N_1,136,23,1.261,0.217,23,29,5,1,0,0,0,0,0
398.9995888,0.5111662,400.0066608,C_18 H_8 O_11,C18H8O11,C_18 H_7 O_11,278,18,0.444,0.611,18,8,11,0,0,0,0,0,0
399.0205647,0.1277286,400.02779,C_15 H_12 O_13,C15H12O13,C_15 H_11 O_13,354,15,0.8,0.867,15,12,13,0,0,0,0,0,0
399.0358064,0.0916926,400.0430462,C_19 H_12 O_10,C19H12O10,C_19 H_11 O_10,291,19,0.632,0.526,19,12,10,0,0,0,0,0,0
399.0569322,0.0829842,400.0641754,C_16 H_16 O_12,C16H16O12,C_16 H_15 O_12,353,16,1,0.75,16,16,12,0,0,0,0,0,0
399.0701187,0.8291446,400.0770634,C_13 H_21 O_12 P_1,C13H21O12P,C_13 H_20 O_12 P_1,15,13,1.615,0.923,13,21,12,0,0,1,0,0,0
399.07219,0.0871027,400.0794316,C_20 H_16 O_9,C20H16O9,C_20 H_15 O_9,328,20,0.8,0.45,20,16,9,0,0,0,0,0,0
399.0873918,0.048661,400.0946877,C_24 H_16 O_6,C24H16O6,C_24 H_15 O_6,100,24,0.667,0.25,24,16,6,0,0,0,0,0,0
399.0930634,0.5522415,400.1005608,C_17 H_20 O_11,C17H20O11,C_17 H_19 O_11,330,17,1.176,0.647,17,20,11,0,0,0,0,0,0
399.0933111,0.0668207,400.1005608,C_17 H_20 O_11,C17H20O11,C_17 H_19 O_11,330,17,1.176,0.647,17,20,11,0,0,0,0,0,0
399.1061923,0.278386,400.1135801,C_17 H_21 O_10 N15_1,C17H21NO10,C_17 H_20 O_10 N15_1,102,17,1.235,0.588,17,21,10,0,0,0,0,0,0
399.1085743,0.0843206,400.115817,C_21 H_20 O_8,C21H20O8,C_21 H_19 O_8,340,21,0.952,0.381,21,20,8,0,0,0,0,0,0
399.1186184,0.8803329,400.1255426,C_18 H_22 O_9 O18_1,C18H22O10,C_18 H_21 O_9 O18_1,353,18,1.222,0.556,18,22,9,0,0,0,0,0,0
399.1214634,0.087087,400.128705,C_18 H_25 O_8 P_1,C18H25O8P,C_18 H_24 O_8 P_1,55,18,1.389,0.444,18,25,8,0,0,1,0,0,0
399.1296957,0.0647153,400.1369462,C_18 H_24 O_10,C18H24O10,C_18 H_23 O_10,277,18,1.333,0.556,18,24,10,0,0,0,0,0,0
399.1449535,0.0689013,400.1522023,C_22 H_24 O_7,C22H24O7,C_22 H_23 O_7,355,22,1.091,0.318,22,24,7,0,0,0,0,0,0
399.157458,0.8894487,400.1650903,C_19 H_29 O_7 P_1,C19H29O7P,C_19 H_28 O_7 P_1,57,19,1.526,0.368,19,29,7,0,0,1,0,0,0
399.1660724,0.0431088,400.1733316,C_19 H_28 O_9,C19H28O9,C_19 H_27 O_9,260,19,1.474,0.474,19,28,9,0,0,0,0,0,0
399.181335,0.059347,400.1885877,C_23 H_28 O_6,C23H28O6,C_23 H_27 O_6,363,23,1.217,0.261,23,28,6,0,0,0,0,0,0
399.1936537,0.3834924,400.2007766,C_18 H_30 O_8 C13_2,C20H30O8,C_18 H_29 O_8 C13_2,277,20,1.5,0.4,18,30,8,0,0,0,0,0,2
399.202452,0.02859,400.209717,C_20 H_32 O_8,C20H32O8,C_20 H_31 O_8,214,20,1.6,0.4,20,32,8,0,0,0,0,0,0
399.2177523,0.1389094,400.2249731,C_24 H_32 O_5,C24H32O5,C_24 H_31 O_5,361,24,1.333,0.208,24,32,5,0,0,0,0,0,0
399.2306785,0.234463,400.2378611,C_21 H_37 O_5 P_1,C21H37O5P,C_21 H_36 O_5 P_1,49,21,1.762,0.238,21,37,5,0,0,1,0,0,0
399.2389801,0.3853802,400.2461023,C_21 H_36 O_7,C21H36O7,C_21 H_35 O_7,170,21,1.714,0.333,21,36,7,0,0,0,0,0,0
399.2539187,0.408176,400.2613585,C_25 H_36 O_4,C25H36O4,C_25 H_35 O_4,387,25,1.44,0.16,25,36,4,0,0,0,0,0,0
399.2751812,0.0751994,400.2824877,C_22 H_40 O_6,C22H40O6,C_22 H_39 O_6,134,22,1.818,0.273,22,40,6,0,0,0,0,0,0
400.039226,0.2529283,401.046401,C_18 H_12 O_10 C13_1,C19H12O10,C_18 H_11 O_10 C13_1,291,19,0.632,0.526,18,12,10,0,0,0,0,0,1
400.0522235,0.1882115,401.0594244,C_15 H_15 O_12 N_1,C15H15NO12,C_15 H_14 O_12 N_1,102,15,1,0.8,15,15,12,1,0,0,0,0,0
400.0674641,0.1494335,401.0746806,C_19 H_15 O_9 N_1,C19H15NO9,C_19 H_14 O_9 N_1,88,19,0.789,0.474,19,15,9,1,0,0,0,0,0
400.0885772,0.1092657,401.0958098,C_16 H_19 O_11 N_1,C16H19NO11,C_16 H_18 O_11 N_1,95,16,1.188,0.688,16,19,11,1,0,0,0,0,0
400.096671,0.0792239,401.1039156,C_16 H_20 O_11 C13_1,C17H20O11,C_16 H_19 O_11 C13_1,330,17,1.176,0.647,16,20,11,0,0,0,0,0,1
400.1038717,0.2048908,401.111066,C_20 H_19 O_8 N_1,C20H19NO8,C_20 H_18 O_8 N_1,103,20,0.95,0.4,20,19,8,1,0,0,0,0,0
400.1397806,0.9830086,401.1474513,C_21 H_23 O_7 N_1,C21H23NO7,C_21 H_22 O_7 N_1,136,21,1.095,0.333,21,23,7,1,0,0,0,0,0
400.140313,0.34421,401.1474513,C_21 H_23 O_7 N_1,C21H23NO7,C_21 H_22 O_7 N_1,136,21,1.095,0.333,21,23,7,1,0,0,0,0,0
400.1483092,0.0710747,401.1555572,C_21 H_24 O_7 C13_1,C22H24O7,C_21 H_23 O_7 C13_1,355,22,1.091,0.318,21,24,7,0,0,0,0,0,1
400.1694279,0.0445764,401.1766864,C_18 H_28 O_9 C13_1,C19H28O9,C_18 H_27 O_9 C13_1,260,19,1.474,0.474,18,28,9,0,0,0,0,0,1
400.1694489,0.0970545,401.1766864,C_18 H_28 O_9 C13_1,C19H28O9,C_18 H_27 O_9 C13_1,260,19,1.474,0.474,18,28,9,0,0,0,0,0,1
400.1768438,0.7066531,401.1838367,C_22 H_27 O_6 N_1,C22H27NO6,C_22 H_26 O_6 N_1,123,22,1.227,0.273,22,27,6,1,0,0,0,0,0
400.2489794,0.8763128,401.2566075,C_24 H_35 O_4 N_1,C24H35NO4,C_24 H_34 O_4 N_1,141,24,1.458,0.167,24,35,4,1,0,0,0,0,0
400.2857606,0.110134,401.2929929,C_25 H_39 O_3 N_1,C25H39NO3,C_25 H_38 O_3 N_1,147,25,1.56,0.12,25,39,3,1,0,0,0,0,0
400.9999074,0.3212032,402.0070547,C_14 H_10 O_14,C14H10O14,C_14 H_9 O_14,353,14,0.714,1,14,10,14,0,0,0,0,0,0
401.0150738,0.0980219,402.0223108,C_18 H_10 O_11,C18H10O11,C_18 H_9 O_11,328,18,0.556,0.611,18,10,11,0,0,0,0,0,0
401.036203,0.0979198,402.04344,C_15 H_14 O_13,C15H14O13,C_15 H_13 O_13,330,15,0.933,0.867,15,14,13,0,0,0,0,0,0
401.0514557,0.08938,402.0586962,C_19 H_14 O_10,C19H14O10,C_19 H_13 O_10,340,19,0.737,0.526,19,14,10,0,0,0,0,0,0
401.064223,0.5372253,402.0717155,C_19 H_15 O_9 N15_1,C19H15NO9,C_19 H_14 O_9 N15_1,88,19,0.789,0.474,19,15,9,0,0,0,0,0,0
401.0667271,0.1273422,402.0739523,C_23 H_14 O_7,C23H14O7,C_23 H_13 O_7,102,23,0.609,0.304,23,14,7,0,0,0,0,0,0
401.0725924,0.107996,402.0798254,C_16 H_18 O_12,C16H18O12,C_16 H_17 O_12,277,16,1.125,0.75,16,18,12,0,0,0,0,0,0
401.0855488,0.6088196,402.0925805,C_24 H_18 O_4 S_1,C24H18O4S,C_24 H_17 O_4 S_1,30,24,0.75,0.167,24,18,4,0,1,0,0,0,0
401.0878491,0.1093995,402.0950816,C_20 H_18 O_9,C20H18O9,C_20 H_17 O_9,355,20,0.9,0.45,20,18,9,0,0,0,0,0,0
401.1006771,0.0398326,402.1079696,C_17 H_23 O_9 P_1,C17H23O9P,C_17 H_22 O_9 P_1,57,17,1.353,0.529,17,23,9,0,0,1,0,0,0
401.1008255,0.002651,402.1081009,C_20 H_19 O_8 N15_1,C20H19NO8,C_20 H_18 O_8 N15_1,103,20,0.95,0.4,20,19,8,0,0,0,0,0,0
401.1010572,0.9052759,402.1079696,C_17 H_23 O_9 P_1,C17H23O9P,C_17 H_22 O_9 P_1,57,17,1.353,0.529,17,23,9,0,0,1,0,0,0
401.1089674,0.0821728,402.1162108,C_17 H_22 O_11,C17H22O11,C_17 H_21 O_11,260,17,1.294,0.647,17,22,11,0,0,0,0,0,0
401.122052,0.9015209,402.1289659,C_25 H_22 O_3 S_1,C25H22O3S,C_25 H_21 O_3 S_1,31,25,0.88,0.12,25,22,3,0,1,0,0,0,0
401.1242272,0.0911916,402.131467,C_21 H_22 O_8,C21H22O8,C_21 H_21 O_8,363,21,1.048,0.381,21,22,8,0,0,0,0,0,0
401.1370304,0.1196063,402.144355,C_18 H_27 O_8 P_1,C18H27O8P,C_18 H_26 O_8 P_1,69,18,1.5,0.444,18,27,8,0,0,1,0,0,0
401.1453514,0.0785846,402.1525962,C_18 H_26 O_10,C18H26O10,C_18 H_25 O_10,214,18,1.444,0.556,18,26,10,0,0,0,0,0,0
401.1606139,0.0945874,402.1678523,C_22 H_26 O_7,C22H26O7,C_22 H_25 O_7,361,22,1.182,0.318,22,26,7,0,0,0,0,0,0
401.1726951,0.1732657,402.1800412,C_17 H_28 O_9 C13_2,C19H28O9,C_17 H_27 O_9 C13_2,260,19,1.474,0.474,17,28,9,0,0,0,0,0,2
401.1737047,0.5986683,402.1807403,C_19 H_31 O_7 P_1,C19H31O7P,C_19 H_30 O_7 P_1,49,19,1.632,0.368,19,31,7,0,0,1,0,0,0
401.1757033,0.3201876,402.1831085,C_26 H_26 O_4,C26H26O4,C_26 H_25 O_4,155,26,1,0.154,26,26,4,0,0,0,0,0,0
401.1817361,0.0769414,402.1889816,C_19 H_30 O_9,C19H30O9,C_19 H_29 O_9,170,19,1.579,0.474,19,30,9,0,0,0,0,0,0
401.1969943,0.0821349,402.2042377,C_23 H_30 O_6,C23H30O6,C_23 H_29 O_6,387,23,1.304,0.261,23,30,6,0,0,0,0,0,0
401.2179304,0.3981899,402.225367,C_20 H_34 O_8,C20H34O8,C_20 H_33 O_8,134,20,1.7,0.4,20,34,8,0,0,0,0,0,0
401.233633,0.7118396,402.2406231,C_24 H_34 O_5,C24H34O5,C_24 H_33 O_5,391,24,1.417,0.208,24,34,5,0,0,0,0,0,0
401.2852975,0.7688782,402.2922646,C_29 H_38 O_1,C29H38O,C_29 H_37 O_1,237,29,1.31,0.034,29,38,1,0,0,0,0,0,0
402.0103573,0.183317,403.0175598,C_17 H_9 O_11 N_1,C17H9NO11,C_17 H_8 O_11 N_1,88,17,0.529,0.647,17,9,11,1,0,0,0,0,0
402.0316604,0.6147322,403.0386891,C_14 H_13 O_13 N_1,C14H13NO13,C_14 H_12 O_13 N_1,95,14,0.929,0.929,14,13,13,1,0,0,0,0,0
402.0396223,0.2576003,403.0467949,C_14 H_14 O_13 C13_1,C15H14O13,C_14 H_13 O_13 C13_1,330,15,0.933,0.867,14,14,13,0,0,0,0,0,1
402.0468179,0.3700843,403.0539452,C_18 H_13 O_10 N_1,C18H13NO10,C_18 H_12 O_10 N_1,103,18,0.722,0.556,18,13,10,1,0,0,0,0,0
402.054808,0.0829376,403.062051,C_18 H_14 O_10 C13_1,C19H14O10,C_18 H_13 O_10 C13_1,340,19,0.737,0.526,18,14,10,0,0,0,0,0,1
402.0830892,0.0869532,403.0903306,C_19 H_17 O_9 N_1,C19H17NO9,C_19 H_16 O_9 N_1,136,19,0.895,0.474,19,17,9,1,0,0,0,0,0
402.0911983,0.095009,403.0984364,C_19 H_18 O_9 C13_1,C20H18O9,C_19 H_17 O_9 C13_1,355,20,0.9,0.45,19,18,9,0,0,0,0,0,1
402.1123279,0.0959666,403.1195656,C_16 H_22 O_11 C13_1,C17H22O11,C_16 H_21 O_11 C13_1,260,17,1.294,0.647,16,22,11,0,0,0,0,0,1
402.1194763,0.091336,403.126716,C_20 H_21 O_8 N_1,C20H21NO8,C_20 H_20 O_8 N_1,123,20,1.05,0.4,20,21,8,1,0,0,0,0,0
402.1275871,0.1036626,403.1348218,C_20 H_22 O_8 C13_1,C21H22O8,C_20 H_21 O_8 C13_1,363,21,1.048,0.381,20,22,8,0,0,0,0,0,1
402.1485515,0.305279,403.155951,C_17 H_26 O_10 C13_1,C18H26O10,C_17 H_25 O_10 C13_1,214,18,1.444,0.556,17,26,10,0,0,0,0,0,1
402.1487032,0.0709279,403.155951,C_17 H_26 O_10 C13_1,C18H26O10,C_17 H_25 O_10 C13_1,214,18,1.444,0.556,17,26,10,0,0,0,0,0,1
402.1558829,0.1438822,403.1631013,C_21 H_25 O_7 N_1,C21H25NO7,C_21 H_24 O_7 N_1,137,21,1.19,0.333,21,25,7,1,0,0,0,0,0
402.1639784,0.1182525,403.1712072,C_21 H_26 O_7 C13_1,C22H26O7,C_21 H_25 O_7 C13_1,361,22,1.182,0.318,21,26,7,0,0,0,0,0,1
402.1922665,0.1393727,403.1994867,C_22 H_29 O_6 N_1,C22H29NO6,C_22 H_28 O_6 N_1,141,22,1.318,0.273,22,29,6,1,0,0,0,0,0
402.2003822,0.1640073,403.2075925,C_22 H_30 O_6 C13_1,C23H30O6,C_22 H_29 O_6 C13_1,387,23,1.304,0.261,22,30,6,0,0,0,0,0,1
402.2284123,0.4547589,403.2358721,C_23 H_33 O_5 N_1,C23H33NO5,C_23 H_32 O_5 N_1,147,23,1.435,0.217,23,33,5,1,0,0,0,0,0
403.0154324,0.0103435,404.0227047,C_14 H_12 O_14,C14H12O14,C_14 H_11 O_14,277,14,0.857,1,14,12,14,0,0,0,0,0,0
403.0283903,0.512279,404.0354597,C_22 H_12 O_6 S_1,C22H12O6S,C_22 H_11 O_6 S_1,30,22,0.545,0.273,22,12,6,0,1,0,0,0,0
403.0307306,0.1144274,404.0379608,C_18 H_12 O_11,C18H12O11,C_18 H_11 O_11,355,18,0.667,0.611,18,12,11,0,0,0,0,0,0
403.0458246,0.2868088,404.053217,C_22 H_12 O_8,C22H12O8,C_22 H_11 O_8,6,22,0.545,0.364,22,12,8,0,0,0,0,0,0
403.0461938,0.6268453,404.053217,C_22 H_12 O_8,C22H12O8,C_22 H_11 O_8,6,22,0.545,0.364,22,12,8,0,0,0,0,0,0
403.0518454,0.0787731,404.05909,C_15 H_16 O_13,C15H16O13,C_15 H_15 O_13,260,15,1.067,0.867,15,16,13,0,0,0,0,0,0
403.0649102,0.8453316,404.0718451,C_23 H_16 O_5 S_1,C23H16O5S,C_23 H_15 O_5 S_1,31,23,0.696,0.217,23,16,5,0,1,0,0,0,0
403.0649173,0.8627295,404.0718451,C_23 H_16 O_5 S_1,C23H16O5S,C_23 H_15 O_5 S_1,31,23,0.696,0.217,23,16,5,0,1,0,0,0,0
403.067109,0.0971034,404.0743462,C_19 H_16 O_10,C19H16O10,C_19 H_15 O_10,363,19,0.842,0.526,19,16,10,0,0,0,0,0,0
403.0770391,0.6030326,404.0840718,C_16 H_18 O_11 O18_1,C16H18O12,C_16 H_17 O_11 O18_1,277,16,1.125,0.75,16,18,11,0,0,0,0,0,0
403.0799153,0.4300705,404.0873655,C_19 H_17 O_9 N15_1,C19H17NO9,C_19 H_16 O_9 N15_1,136,19,0.895,0.474,19,17,9,0,0,0,0,0,0
403.0801434,0.4593313,404.0872342,C_16 H_21 O_10 P_1,C16H21O10P,C_16 H_20 O_10 P_1,69,16,1.312,0.625,16,21,10,0,0,1,0,0,0
403.0882296,0.0757519,404.0954754,C_16 H_20 O_12,C16H20O12,C_16 H_19 O_12,214,16,1.25,0.75,16,20,12,0,0,0,0,0,0
403.1011391,0.4578499,404.1082305,C_24 H_20 O_4 S_1,C24H20O4S,C_24 H_19 O_4 S_1,37,24,0.833,0.167,24,20,4,0,1,0,0,0,0
403.1034879,0.0810149,404.1107316,C_20 H_20 O_9,C20H20O9,C_20 H_19 O_9,361,20,1,0.45,20,20,9,0,0,0,0,0,0
403.1131664,0.0355562,404.1204572,C_17 H_22 O_10 O18_1,C17H22O11,C_17 H_21 O_10 O18_1,260,17,1.294,0.647,17,22,10,0,0,0,0,0,0
403.1149828,0.7282474,404.121965,C_19 H_20 O_8 N_2,C19H20N2O8,C_19 H_19 O_8 N_2,60,19,1.053,0.421,19,20,8,2,0,0,0,0,0
403.1160102,0.8238525,404.1236196,C_17 H_25 O_9 P_1,C17H25O9P,C_17 H_24 O_9 P_1,49,17,1.471,0.529,17,25,9,0,0,1,0,0,0
403.1185929,0.2929582,404.1259877,C_24 H_20 O_6,C24H20O6,C_24 H_19 O_6,155,24,0.833,0.25,24,20,6,0,0,0,0,0,0
403.1246087,0.0600843,404.1318608,C_17 H_24 O_11,C17H24O11,C_17 H_23 O_11,170,17,1.412,0.647,17,24,11,0,0,0,0,0,0
403.1281932,0.6031369,404.1357133,C_21 H_22 O_7 O18_1,C21H22O8,C_21 H_21 O_7 O18_1,363,21,1.048,0.381,21,22,7,0,0,0,0,0,0
403.1398728,0.0798447,404.147117,C_21 H_24 O_8,C21H24O8,C_21 H_23 O_8,387,21,1.143,0.381,21,24,8,0,0,0,0,0,0
403.1496159,0.1232219,404.1568426,C_18 H_26 O_9 O18_1,C18H26O10,C_18 H_25 O_9 O18_1,214,18,1.444,0.556,18,26,9,0,0,0,0,0,0
403.1511374,0.1570077,404.1583503,C_20 H_24 O_7 N_2,C20H24N2O7,C_20 H_23 O_7 N_2,94,20,1.2,0.35,20,24,7,2,0,0,0,0,0
403.1529776,0.6161962,404.160005,C_18 H_29 O_8 P_1,C18H29O8P,C_18 H_28 O_8 P_1,29,18,1.611,0.444,18,29,8,0,0,1,0,0,0
403.1551465,0.1233539,404.1623731,C_25 H_24 O_5,C25H24O5,C_25 H_23 O_5,209,25,0.96,0.2,25,24,5,0,0,0,0,0,0
403.1609853,0.0385656,404.1682462,C_18 H_28 O_10,C18H28O10,C_18 H_27 O_10,134,18,1.556,0.556,18,28,10,0,0,0,0,0,0
403.1759067,0.7896791,404.1835023,C_22 H_28 O_7,C22H28O7,C_22 H_27 O_7,391,22,1.273,0.318,22,28,7,0,0,0,0,0,0
403.1762582,0.0799488,404.1835023,C_22 H_28 O_7,C22H28O7,C_22 H_27 O_7,391,22,1.273,0.318,22,28,7,0,0,0,0,0,0
403.212629,0.0438623,404.2198877,C_23 H_32 O_6,C23H32O6,C_23 H_31 O_6,376,23,1.391,0.261,23,32,6,0,0,0,0,0,0
403.2491483,0.3751332,404.2562731,C_24 H_36 O_5,C24H36O5,C_24 H_35 O_5,379,24,1.5,0.208,24,36,5,0,0,0,0,0,0
403.2642001,0.1302862,404.2715292,C_28 H_36 O_2,C28H36O2,C_28 H_35 O_2,270,28,1.286,0.071,28,36,2,0,0,0,0,0,0
404.0260367,0.2549963,405.0332098,C_17 H_11 O_11 N_1,C17H11NO11,C_17 H_10 O_11 N_1,136,17,0.647,0.647,17,11,11,1,0,0,0,0,0
404.0492251,0.1735141,405.0565718,C_21 H_12 O_8 C13_1,C22H12O8,C_21 H_11 O_8 C13_1,6,22,0.545,0.364,21,12,8,0,0,0,0,0,1
404.0623819,0.1558251,405.0695952,C_18 H_15 O_10 N_1,C18H15NO10,C_18 H_14 O_10 N_1,123,18,0.833,0.556,18,15,10,1,0,0,0,0,0
404.0987809,0.1895084,405.1059806,C_19 H_19 O_9 N_1,C19H19NO9,C_19 H_18 O_9 N_1,137,19,1,0.474,19,19,9,1,0,0,0,0,0
404.1068511,0.1014973,405.1140864,C_19 H_20 O_9 C13_1,C20H20O9,C_19 H_19 O_9 C13_1,361,20,1,0.45,19,20,9,0,0,0,0,0,1
404.1280056,0.1637897,405.1352156,C_16 H_24 O_11 C13_1,C17H24O11,C_16 H_23 O_11 C13_1,170,17,1.412,0.647,16,24,11,0,0,0,0,0,1
404.1351728,0.2054783,405.142366,C_20 H_23 O_8 N_1,C20H23NO8,C_20 H_22 O_8 N_1,141,20,1.15,0.4,20,23,8,1,0,0,0,0,0
404.1432393,0.1085374,405.1504718,C_20 H_24 O_8 C13_1,C21H24O8,C_20 H_23 O_8 C13_1,387,21,1.143,0.381,20,24,8,0,0,0,0,0,1
404.1643063,0.0451735,405.171601,C_17 H_28 O_10 C13_1,C18H28O10,C_17 H_27 O_10 C13_1,134,18,1.556,0.556,17,28,10,0,0,0,0,0,1
404.1716559,0.4466348,405.1787513,C_21 H_27 O_7 N_1,C21H27NO7,C_21 H_26 O_7 N_1,147,21,1.286,0.333,21,27,7,1,0,0,0,0,0
404.2082142,0.8734785,405.2151367,C_22 H_31 O_6 N_1,C22H31NO6,C_22 H_30 O_6 N_1,141,22,1.409,0.273,22,31,6,1,0,0,0,0,0
405.0100074,0.1438806,406.0172254,C_17 H_10 O_12,C17H10O12,C_17 H_9 O_12,363,17,0.588,0.706,17,10,12,0,0,0,0,0,0
405.0232403,0.9932209,406.0301134,C_14 H_15 O_12 P_1,C14H15O12P,C_14 H_14 O_12 P_1,69,14,1.071,0.857,14,15,12,0,0,1,0,0,0
405.0252981,0.228989,406.0324816,C_21 H_10 O_9,C21H10O9,C_21 H_9 O_9,132,21,0.476,0.429,21,10,9,0,0,0,0,0,0
405.0290637,0.5528545,406.0365646,C_16 H_11 O_11 N_1 C13_1,C17H11NO11,C_16 H_10 O_11 N_1 C13_1,136,17,0.647,0.647,16,11,11,1,0,0,0,0,1
405.0440323,0.4900514,406.0511097,C_22 H_14 O_6 S_1,C22H14O6S,C_22 H_13 O_6 S_1,37,22,0.636,0.273,22,14,6,0,1,0,0,0,0
405.0463686,0.0843756,406.0536108,C_18 H_14 O_11,C18H14O11,C_18 H_13 O_11,361,18,0.778,0.611,18,14,11,0,0,0,0,0,0
405.0578095,0.5953208,406.0648442,C_17 H_14 O_10 N_2,C17H14N2O10,C_17 H_13 O_10 N_2,60,17,0.824,0.588,17,14,10,2,0,0,0,0,0
405.0614581,0.3261246,406.068867,C_22 H_14 O_8,C22H14O8,C_22 H_13 O_8,155,22,0.636,0.364,22,14,8,0,0,0,0,0,0
405.0674818,0.0446864,406.07474,C_15 H_18 O_13,C15H18O13,C_15 H_17 O_13,170,15,1.2,0.867,15,18,13,0,0,0,0,0,0
405.0713797,0.1564401,406.0785926,C_19 H_16 O_9 O18_1,C19H16O10,C_19 H_15 O_9 O18_1,363,19,0.842,0.526,19,16,9,0,0,0,0,0,0
405.0803331,0.2818234,406.0874951,C_23 H_18 O_5 S_1,C23H18O5S,C_23 H_17 O_5 S_1,24,23,0.783,0.217,23,18,5,0,1,0,0,0,0
405.0804515,0.5732579,406.0874951,C_23 H_18 O_5 S_1,C23H18O5S,C_23 H_17 O_5 S_1,24,23,0.783,0.217,23,18,5,0,1,0,0,0,0
405.0827461,0.0648723,406.0899962,C_19 H_18 O_10,C19H18O10,C_19 H_17 O_10,387,19,0.947,0.526,19,18,10,0,0,0,0,0,0
405.0941222,0.416396,406.1012296,C_18 H_18 O_9 N_2,C18H18N2O9,C_18 H_17 O_9 N_2,94,18,1,0.5,18,18,9,2,0,0,0,0,0
405.102104,0.1108741,406.1093354,C_18 H_19 O_9 N_1 C13_1,C19H19NO9,C_18 H_18 O_9 N_1 C13_1,137,19,1,0.474,18,19,9,1,0,0,0,0,1
405.1039114,0.1535565,406.1111254,C_16 H_22 O_12,C16H22O12,C_16 H_21 O_12,134,16,1.375,0.75,16,22,12,0,0,0,0,0,0
405.1050815,0.2928451,406.1124769,C_24 H_20 O_3 S_1 O18_1,C24H20O4S,C_24 H_19 O_3 S_1 O18_1,37,24,0.833,0.167,24,20,3,0,1,0,0,0,0
405.1166836,0.1958146,406.1238805,C_24 H_22 O_4 S_1,C24H22O4S,C_24 H_21 O_4 S_1,25,24,0.917,0.167,24,22,4,0,1,0,0,0,0
405.1191333,0.0692592,406.1263816,C_20 H_22 O_9,C20H22O9,C_20 H_21 O_9,391,20,1.1,0.45,20,22,9,0,0,0,0,0,0
405.1306962,0.8807746,406.137615,C_19 H_22 O_8 N_2,C19H22N2O8,C_19 H_21 O_8 N_2,64,19,1.158,0.421,19,22,8,2,0,0,0,0,0
405.1344759,0.2820986,406.1416377,C_24 H_22 O_6,C24H22O6,C_24 H_21 O_6,229,24,0.917,0.25,24,22,6,0,0,0,0,0,0
405.138617,0.4249631,406.1457208,C_19 H_23 O_8 N_1 C13_1,C20H23NO8,C_19 H_22 O_8 N_1 C13_1,141,20,1.15,0.4,19,23,8,1,0,0,0,0,1
405.1440807,0.0152357,406.1513633,C_21 H_24 O_7 O18_1,C21H24O8,C_21 H_23 O_7 O18_1,387,21,1.143,0.381,21,24,7,0,0,0,0,0,0
405.1555287,0.0939131,406.162767,C_21 H_26 O_8,C21H26O8,C_21 H_25 O_8,376,21,1.238,0.381,21,26,8,0,0,0,0,0,0
